,userid,emotionIndex,index,D1U1,D1U2,D1D2,U1D2,U1U2,D1U3,D1D3,is_punctuation,is_backspace,is_enter,hour
159,100,2,981,-1579030000000.0,-1579030000000.0,37.0,1579030000000.0,0.0,-1579030000000.0,74.0,0,0,0,19.0
160,100,2,982,-1579030000000.0,-1579030000000.0,37.0,1579030000000.0,0.0,-1579030000000.0,77.0,0,0,0,19.0
161,100,2,983,-1579030000000.0,-1579030000000.0,40.0,1579030000000.0,0.0,-1579030000000.0,76.0,0,0,0,19.0
162,100,2,984,-1579030000000.0,-1579030000000.0,36.0,1579030000000.0,0.0,-1579030000000.0,72.0,0,0,0,19.0
163,100,2,985,-1579030000000.0,-1579030000000.0,36.0,1579030000000.0,0.0,-1579030000000.0,76.0,0,0,0,19.0
164,100,2,986,-1579030000000.0,-1579030000000.0,40.0,1579030000000.0,0.0,-1579030000000.0,76.0,0,0,0,19.0
165,100,2,987,-1579030000000.0,-1579030000000.0,36.0,1579030000000.0,0.0,-1579030000000.0,73.0,0,0,0,19.0
166,100,2,988,-1579030000000.0,-1579030000000.0,37.0,1579030000000.0,0.0,-1579030000000.0,77.0,0,0,0,19.0
167,100,2,989,-1579030000000.0,-1579030000000.0,40.0,1579030000000.0,0.0,-1579030000000.0,76.0,0,0,0,19.0
168,100,2,990,-1579030000000.0,-1579030000000.0,36.0,1579030000000.0,0.0,-1579030000000.0,73.0,0,0,0,19.0
169,100,2,991,-1579030000000.0,-1579030000000.0,37.0,1579030000000.0,0.0,-1579030000000.0,74.0,0,0,0,19.0
170,100,2,992,-1579030000000.0,-1579030000000.0,37.0,1579030000000.0,0.0,-1579030000000.0,77.0,0,0,0,19.0
171,100,2,993,-1579030000000.0,-1579030000000.0,40.0,1579030000000.0,0.0,-1579030000000.0,81.0,0,0,0,19.0
172,100,2,994,-1579030000000.0,-1579030000000.0,41.0,1579030000000.0,0.0,-1579030000000.0,76.0,0,0,0,19.0
173,100,2,995,-1579030000000.0,-1579030000000.0,35.0,1579030000000.0,0.0,-1579030000000.0,76.0,0,0,0,19.0
174,100,2,996,-1579030000000.0,-1579030000000.0,41.0,1579030000000.0,0.0,-1579030000000.0,76.0,0,0,0,19.0
175,100,2,997,-1579030000000.0,-1579030000000.0,35.0,1579030000000.0,0.0,-1579030000000.0,71.0,0,0,0,19.0
176,100,2,998,-1579030000000.0,-1579030000000.0,36.0,1579030000000.0,0.0,-1579030000000.0,79.0,0,0,0,19.0
177,100,2,999,-1579030000000.0,-1579030000000.0,43.0,1579030000000.0,0.0,-1579030000000.0,79.0,0,0,0,19.0
178,100,2,1000,-1579030000000.0,-1579030000000.0,36.0,1579030000000.0,0.0,-1579030000000.0,72.0,0,0,0,19.0
179,100,2,1001,-1579030000000.0,-1579030000000.0,36.0,1579030000000.0,0.0,-1579030000000.0,73.0,0,0,0,19.0
180,100,2,1002,-1579030000000.0,-1579030000000.0,37.0,1579030000000.0,0.0,-1579030000000.0,77.0,0,0,0,19.0
181,100,2,1003,-1579030000000.0,-1579030000000.0,40.0,1579030000000.0,0.0,-1579030000000.0,81.0,0,0,0,19.0
182,100,2,1004,-1579030000000.0,-1579030000000.0,41.0,1579030000000.0,0.0,-1579030000000.0,77.0,0,0,0,19.0
183,100,2,1005,-1579030000000.0,-1579030000000.0,36.0,1579030000000.0,0.0,-1579030000000.0,77.0,0,0,0,19.0
184,100,2,1006,-1579030000000.0,-1579030000000.0,41.0,1579030000000.0,0.0,-1579030000000.0,78.0,0,0,0,19.0
185,100,2,1007,-1579030000000.0,-1579030000000.0,37.0,1579030000000.0,0.0,-1579030000000.0,81.0,0,0,0,19.0
186,100,2,1008,-1579030000000.0,-1579030000000.0,44.0,1579030000000.0,0.0,-1579030000000.0,83.0,0,0,0,19.0
187,100,2,1009,-1579030000000.0,-1579030000000.0,39.0,1579030000000.0,0.0,-1579030000000.0,75.0,0,0,0,19.0
188,100,2,1010,-1579030000000.0,-1579030000000.0,36.0,1579030000000.0,0.0,-1579030000000.0,75.0,0,0,0,19.0
189,100,2,1011,-1579030000000.0,-1579030000000.0,39.0,1579030000000.0,0.0,-1579030000000.0,75.0,0,0,0,19.0
190,100,2,1012,-1579030000000.0,-1579030000000.0,36.0,1579030000000.0,0.0,-1579030000000.0,76.0,0,0,0,19.0
191,100,2,1013,-1579030000000.0,-1579030000000.0,40.0,1579030000000.0,0.0,-1579030000000.0,77.0,0,0,0,19.0
192,100,2,1014,-1579030000000.0,-1579030000000.0,37.0,1579030000000.0,0.0,-1579030000000.0,73.0,0,0,0,19.0
193,100,2,1015,-1579030000000.0,-1579030000000.0,36.0,1579030000000.0,0.0,-1579030000000.0,76.0,0,0,0,19.0
194,100,2,1016,-1579030000000.0,-1579030000000.0,40.0,1579030000000.0,0.0,-1579030000000.0,75.0,0,0,0,19.0
195,100,2,1017,-1579030000000.0,-1579030000000.0,35.0,1579030000000.0,0.0,-1579030000000.0,73.0,0,0,0,19.0
196,100,2,1018,-1579030000000.0,-1579030000000.0,38.0,1579030000000.0,0.0,-1579030000000.0,78.0,0,0,0,19.0
197,100,2,1019,-1579030000000.0,-1579030000000.0,40.0,1579030000000.0,0.0,-1579030000000.0,77.0,0,0,0,19.0
198,100,2,1020,-1579030000000.0,-1579030000000.0,37.0,1579030000000.0,0.0,-1579030000000.0,74.0,0,0,0,19.0
199,100,2,1021,-1579030000000.0,-1579030000000.0,37.0,1579030000000.0,0.0,-1579030000000.0,73.0,0,0,0,19.0
200,100,2,1022,-1579030000000.0,-1579030000000.0,36.0,1579030000000.0,0.0,-1579030000000.0,76.0,0,0,0,19.0
201,100,2,1023,-1579030000000.0,-1579030000000.0,40.0,1579030000000.0,0.0,-1579030000000.0,77.0,0,0,0,19.0
202,100,2,1024,-1579030000000.0,-1579030000000.0,37.0,1579030000000.0,0.0,106.0,75.0,0,0,0,19.0
205,113,3,1027,78.0,343.0,245.0,167.0,265.0,476.0,388.0,0,0,0,22.0
206,113,3,1028,98.0,231.0,143.0,45.0,133.0,427.0,343.0,0,0,0,22.0
207,113,3,1029,88.0,284.0,200.0,112.0,196.0,447.0,373.0,0,0,0,22.0
208,113,3,1030,84.0,247.0,173.0,89.0,163.0,334.0,265.0,0,0,0,22.0
209,113,3,1031,74.0,161.0,92.0,18.0,87.0,751.0,641.0,0,0,0,22.0
210,113,3,1032,69.0,659.0,549.0,480.0,590.0,1105.0,1002.0,0,0,0,22.0
211,113,3,1033,110.0,556.0,453.0,343.0,446.0,758.0,648.0,0,0,0,22.0
212,113,3,1034,103.0,305.0,195.0,92.0,202.0,435.0,351.0,0,0,0,22.0
213,113,3,1035,110.0,240.0,156.0,46.0,130.0,394.0,291.0,0,0,0,22.0
214,113,3,1036,84.0,238.0,135.0,51.0,154.0,703.0,614.0,0,0,0,22.0
215,113,3,1037,103.0,568.0,479.0,376.0,465.0,647.0,595.0,0,0,0,22.0
216,113,3,1038,89.0,168.0,116.0,27.0,79.0,884.0,763.0,0,0,0,22.0
217,113,3,1039,52.0,768.0,647.0,595.0,716.0,7985.0,7919.0,0,0,0,22.0
218,113,3,1040,121.0,7338.0,7272.0,7151.0,7217.0,7463.0,7398.0,0,0,0,22.0
219,113,3,1041,66.0,191.0,126.0,60.0,125.0,737.0,675.0,0,0,0,22.0
220,113,3,1042,65.0,611.0,549.0,484.0,546.0,755.0,672.0,0,0,0,22.0
221,113,3,1043,62.0,206.0,123.0,61.0,144.0,-1579040000000.0,1655.0,0,0,0,22.0
222,113,3,1044,83.0,-1579040000000.0,1532.0,1449.0,-1579040000000.0,-1579040000000.0,2040.0,0,0,0,22.0
223,113,3,1045,-1579040000000.0,-1579040000000.0,508.0,1579040000000.0,0.0,-1579040000000.0,541.0,0,1,0,22.0
224,113,3,1046,-1579040000000.0,-1579040000000.0,33.0,1579040000000.0,0.0,-1579040000000.0,66.0,0,1,0,22.0
